Tweet,Keyword,Sentiment,start,end
@LIVE @New Orleans Saints vs Arizona Cardinals http://sports-supremacy.blogspot.com/2010/10/live-new-orleans-saints-vs-arizona.html,@New Orleans Saints,neutral,1,4
95.5 KLOS Southern California's Best Rock : http://t.co/gVrS7Ki via @AddThis,95.5 KLOS Southern California's Best Rock,neutral,0,6
david guetta one love is the best composed album of 2010-2011,david guetta,positive,0,2
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,American Banker,neutral,6,8
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",arsenal,positive,4,5
"NY & Microsoft Screenings , Michael Eisner , World Tour KO , EyeCare4Kids , Last Call 2 Submit , PreLim Schedule and more : http://t.co/POx0TZZo",Michael Eisner,neutral,5,7
"#JelenaFact Boy at Selena's soundcheck : ""What's your phone number ? "" Selena : ""I don't think my boyfriend would like that."" TOO CUTE . â?¥",Selena's,positive,3,4
"Steve Jobs , Apple co-founder , dies aged 56 http://t.co/1LBL6hnD",Steve Jobs,neutral,0,2
Jamiroquai - Corner Of The Earth http://t.co/V1siPlqC vÃ?Â­a @youtube,Jamiroquai,neutral,0,1
@Amandasadd not bad ! Welcome to twitter its a great place !,twitter,positive,6,7
"Gadget Update : Distro Issue 31 : Tales from the South Pacific , Apple's new iPad and the Woz",Apple's,neutral,13,14
Twitter Advertising Has Never Been Easier . Learn How To Automate Your Twitter Account And Make Money Today ! http://bit.ly/8y9szq,Twitter,positive,0,1
"Mangold questionable , likely to play Monday for Jets New York Jets center Nick Mangold is listed as questionable but is expected to play",New York Jets,neutral,9,12
Overweight ? Heart Problem ? Any health questions ? Call Dr . V now 212-528-0129 He's Live on WOR710 NY,Dr . V,neutral,10,13
Im glad to see that the EU is taking this fake passport murder issue serious . http://www.youtube.com/user/EuroAgenda,EU,positive,6,7
Steve Jobs approached CBS to pitch subscription TV service http://t.co/GQPcBdOn,CBS,neutral,3,4
Steve Maviglio/ California Majority Report : Another Meg Whitman Pinocchio Moment - http://bit.ly/duCr5G,Steve Maviglio/,neutral,0,2
"prof in course outline . "" â?? A hero is a man who does what he can . The others do not do it . â?? â?? Romain Rolland ( Nobel laureate in literature ) """,Romain Rolland,neutral,27,29
"@rascalflatts @JayDeMarcus @JoeDonRooney when u will put ""EASY"" video on youtube ? I can't see it on cmt.com 'cause i'm from another country : (",youtube,neutral,10,11
"Afsar Bitiya 8th March 2012 Full Episode Online : Afsar Bitiya 8th March 2012 allows , Afsar Bitiya 8th March 2012 ... http://t.co/F8xoBkRE",Afsar Bitiya,neutral,0,2
sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,FRiDAYS,positive,9,10
"Precise #News - 'No political differences between Fatah , Hama s': Palestinian Authority president says the two pa ... http://t.co/vIqdP3Rm",Palestinian Authority president,neutral,11,14
"Year 2020 . Will we see countries name like ( Apple , Samsung , Google , Facebook , Microsoft , T ) . From PIIGS to ( ASGFM ) . then no more Euro Crisis",Apple,neutral,10,11
Overweight ? Heart Problem ? Any health questions ? Call Dr . V now 212-528-0129 He's Live on WOR710 NY,WOR710,neutral,18,19
@ALWEFAQ #state #terrorism #Bahrain #US #UK #HRM Wrong ! Bahrain police has shown great restraint in dealing with hezbollah funded terrorists,hezbollah,negative,18,19
american Whole Foods Market is like a temple of food,Whole Foods Market,positive,1,4
"BP Unlikely To Return To Bumper Dividend Despite Settlement : BP PLC ( BP.LN , BP ) expects to keep raising its divi ... http://t.co/s74BoLeI",BP PLC,neutral,10,12
"NFL : Patriots 21-10 Bills , Dolphins 10-7 Browns , 49ers 0-3 Bengals y Giants 14-13 Eagles , al medio tiempo http://t.co/7Rf3Nyt4",Browns,neutral,8,9
"California Cellphone Ban Reduced Traffic Related Deaths , Injuries , Berkeley Study Finds http://t.co/yyCJxU0F via @HuffingtonPost",Berkeley,neutral,10,11
IHRDC founder Payam Akhavan -- Canada : Haven of Choice for Iran's Elite http://t.co/al3v08s4 #Iran,IHRDC,neutral,0,1
Budco Supports Innovative Direct Marketing Media Through New DiscMail Direct Coalition http://tinyurl.com/37z5ntd,Direct Marketing Media,positive,3,6
"@ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?",yousri's,negative,13,14
Happy Birthday @justinbieber my prince ... CHILE loves you & lt ; 3 follow me ? # 120,@justinbieber,positive,2,3
"More period work for Downton star : Based on a true story , Stevens' character is Gilbert Evans , a land agent for ... http://t.co/2FgMaGJX",Gilbert Evans,neutral,16,18
So excited to meet my baby Farah after so long . Date !!!,baby Farah,positive,5,7
"2010 NFL training cam ps: Carolina Panthers WR Steve Smith activated , catches passes http://mybrandz.com/2bA #NFL",Carolina Panthers,neutral,5,7
"Ok God , I got it ...",God,neutral,1,2
House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ... http://t.co/Qbt5pVck,House Judiciary Committee,neutral,14,17
Like Samsung to see fantastic photos taken by the Samsung SH100 camera as it hitchhikes from LA to NYC #SamSungCtc http://lx.im/1cBC5 - ad,LA,neutral,16,17
@GhadahAlghunaim .. Offer is ready from now .. Good luck in your PHD challenge .. Please enjoy it as much as you can .. î??,@GhadahAlghunaim,positive,0,1
"Congrats to @lands13 , winner of the RCMP Memorial Hockey Stick from @rcmpfoundation",RCMP,positive,7,8
"Gigabyte's T1006 at the FCC , flaunts some convertible Cedar Trail style http://t.co/HreqtKWb",FCC,neutral,4,5
AnCal is an open source calendar application for mobile phones with Google Android operating system . http://goo.gl/fb/wSVvX,AnCal,neutral,0,1
Connor Morgan MYP for Mid-Ulster speaks As Gaelige in the House of Commons . http://t.co/OBcTuzXH,House of Commons,neutral,10,13
BBC News - 'Rapture' : Believers perplexed after prediction fails - http://bbc.in/kds1NS,BBC News,neutral,0,2
Lukas Podolski reluctant to gamble Germany place with move to Arsenal : â?¢ KÃ¶ln striker desperate to play at Euro ... http://t.co/e4eMkLRi,Germany,neutral,5,6
"eForex offers 400 : 1 leverage , and three different trading platforms to choose from . Visit www.eforex.com now !!",eForex,neutral,0,1
Houston billionaires make Forbes Richest People in America list http://t.co/yM8tvfID,Forbes,neutral,3,4
New blog post : Cristiano Ronaldo - The best football player - tricks & am p; goal s: http://tinyurl.com/37k3fdk,Cristiano Ronaldo,positive,4,6
"Tema destaca do: The top five things you need to know about EPA â?? s new carbon rule | Grist http://t.co/4Wx8yKXp, see more http://t.co/foWtLHSS",Grist,neutral,19,20
"Reading : ""Gisele Bundchen and Tom Brady Say ""I Do ! "" - omg ! news on Yahoo ! "" ( http://tinyurl.com/b25r2d )",Tom Brady,positive,5,7
"When are they gonna give Christiano Ronaldo an Oscar it is unfair he deserves one ! ( diva , arrogant and self- centered )",Christiano Ronaldo,negative,5,7
"@shinkyy no , he CAN'T .. That's why Bella called him spider monkey .. Cuz he's good at climbing and hanging through trees :D",Bella,neutral,8,9
Hutchinson Technology swings to profit in Q1 - Twin Cities Business Journal : Hutchinson â?¦ http://goo.gl/fb/AY7F,Hutchinson,neutral,13,14
Cambodia : Rainsy Sentence Shatters Pretense of Democracy : ( New York ) - The latest conviction of the Cambodian oppo ... http://bit.ly/9pjVov,Rainsy,negative,2,3
# Baseball : Owasso chooses new management for youth baseball http://bit.ly/aAereM,Owasso,neutral,3,4
Watching that RVP goal against #LFC over and over ... He knew how he wanted to hit it before the ball even reached him . Prolific . #siq,RVP,positive,2,3
Chicago Tribune files new reorganization plan http://t.co/6DOMivEH v,Chicago Tribune,neutral,0,2
Gufiaito Ice Cream http://t.co/n0zD2w8T,Gufiaito Ice Cream,neutral,0,3
Bobbi Kristina -- I'm Doing Oprah Because I TRUST Her http://t.co/V8qnRDBk,Bobbi Kristina,positive,0,2
"New Orleans Saint s: Twitter High , Combine silence and Mario Williams , No ? http://t.co/J0jJ3qGx",New Orleans Saint s:,neutral,0,4
Cowboys win ! The weekend is a good one now !,Cowboys,positive,0,1
Get your family member out of jail . We can help you . Bailing Service Riverside CA . http://t.co/tRnwqMl,Bailing Service,neutral,13,15
@HabibaAlshanti .. Yes I want that :p,@HabibaAlshanti,positive,0,1
@Dr_Singel since last week after work I pass by macdonalds to get mcflurry â?¥ can't get enough of it,macdonalds,positive,9,10
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,PayPal,neutral,0,1
I unlocked the Marvel's The Avengers Coming Soon sticker on @GetGlue ! http://t.co/ejCXgqFZ,Marvel's,positive,3,4
World's Best Whiskies - 750 Unmissable Drams from Tennessee to Tokyo - Dominic Roskrow http://t.co/MpDIESKA,Dominic Roskrow,neutral,12,14
@VetriMaaran Whether your next movie is with simbhu ?,@VetriMaaran,neutral,0,1
House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ... http://t.co/Qbt5pVck,House,neutral,0,1
"When it comes to presentation , Mark Zuckerberg is no Steve Jobs ;P http://t.co/3ORETf2 facebook announcement",Steve Jobs,positive,10,12
U.S . hikers in Iran to see 2011 trial - A trial for two American hikers held in Iran has been postponed until Februa ... http://ow.ly/1a5OVd,American hikers,neutral,14,16
I just ousted Aaron P . as the mayor of Malaya Corner on @foursquare ! http://t.co/GGXOR4Iz,Aaron P,negative,3,5
IHRDC founder Payam Akhavan -- Canada : Haven of Choice for Iran's Elite http://t.co/al3v08s4 #Iran,Payam Akhavan,neutral,2,4
Yelp Closes 5-Star IPO Day With $ 1.47 Billion Valuation http://t.co/ciqQZFYS RT Please,Yelp,neutral,0,1
@RealEstateHQ @ActonBIA @Mone Greetings from Montenegro http://t.co/p1jJhepA,@RealEstateHQ,neutral,0,1
"Great PC & Laptop Sales at http://bit.ly/YFL-Promo Get promo codes from HP , Dell Small Business , Comp USA , Computer Associates & more",HP,neutral,11,12
Khan is a cry baby ! He is sitting there on tv crying and complaining !,Khan,negative,0,1
Aurobindo Pharma is into a downtren d: CK Narayan Venture into buying L & T ; : CK Narayan Nifty may touch 5350 : CK Narayan Buy Hero Honda,CK Narayan,neutral,7,9
Premier League : Arsenal 2-0 Wolves â?? Full Match Report now available on Arsenal.com http://bit.ly/gZOnsQ ( via @Arsenal ),Wolves,neutral,5,6
@zoelhong twitter damn hard to use . eh wait the new movie captain USA come out go watch leh,twitter,negative,1,2
"@KSIOlajidebt Youtube , like all things , has a weakness . To defeat Youtube , you must do it . UNLEASH THE HESKEY !!!!",Youtube,negative,1,2
CERN turns up power to answer Higgs riddle in 2012 | Sci-tech | http://t.co/E1HhGAeO http://t.co/jRlF2mIm,CERN,neutral,0,1
Great opening and reception with Oleg Videnin ! We're posting photos soon .,Oleg Videnin,positive,5,7
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,william,neutral,13,14
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,Apple,neutral,0,1
"â?? @ piersmorgan : Aw , thanks @rioferdy5 - such a generous gift for my new daughter . Much appreciated . â?? and another from Vermaelen . Enjoy",@rioferdy5,positive,7,8
Senior Obama Campaign Staffer Tweets Subtle Attack on Romney : President Obama's senior campaign strategist took ... http://t.co/DzilfcyU,Obama,neutral,1,2
Steve Jobs and the Seven Rules of Success http://t.co/oqhgafQ6,Steve Jobs,positive,0,2
http://t.co/BnkHxRA4 . antique coins Glenn Becks Favorite Gold Company Forced to Refund $ 4.5 Million to Customers,Glenn Becks,neutral,4,6
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,Andy Reid,neutral,8,10
@nabbycat I don't make terrariums but @vixlew does . Mine is from her ( & a pretty lil' thing it is too ! ) @muses79,@vixlew,positive,6,7
"Quote of the day - Senator Patrick Leahy : ""You get fifteen democrats in a room , and you get twent ... http://t.co/yXU2ApD6 #quote #travel",Patrick Leahy,neutral,6,8
#Cash NimbleCommerce Revamps Daily Deals For MediaNews Grou p: Startup NimbleCommerce wants to become the daily d ... http://t.co/XMIGIN5j,NimbleCommerce,neutral,10,11
Thank god for twitter ; makes waiting outside of conference rooms much more bearable ...,twitter,positive,3,4
Tebow ! Tebow ! Tebow ! We want Tebow ! Go Broncos !,Tebow,positive,8,9
Stop Internet # Censorship ! Sign the global petition urging the US Congress to reject the #Blacklist Bill #SOPA http://t.co/0bwzOZZL,US Congress,neutral,11,13
Tommorrow is my final day at ITP . i'm just so happy this demanding course will end,ITP,negative,6,7
5 Tips for Using the New LinkedIn Company Pages http://t.co/8LpLeEsF,LinkedIn,neutral,6,7
Like Â· Â· Share Â· about an hour ago Mike Wilson Oakley Watch 499.00 regular 1399.00 special with box and links only worn twice Mob,Mike Wilson,neutral,9,11
about the elections in Russian Federation 2012 http://t.co/EZllvqAk,Russian Federation,neutral,4,6
addiction ! Check this video out -- Ella Fitzgerald & Louis Armstrong - They Can't Take That Away From Me http://t.co/rlaNUT4U via @youtube,Ella Fitzgerald,positive,7,9
BrightideaHQ : Open Innovation Success for GE â?? s Healthymagination : 500+ Real Ideas to Fight Cancer : General Elect ... http://t.co/LcR3JMtN,GE,positive,6,7
"with their bodies . In a statement , the tribes arrived NewsYemen said the Guard forces committed a heinous crime is one of war crimes and",NewsYemen,neutral,11,12
"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",President,neutral,9,10
Security First : Google at the Cyber Security Strategies Summit http://feedly.com/k/kfL60P,Cyber Security Strategies,neutral,6,9
Twitter Help Center | It looks like I â?? m not following someone I know I â?? ve followed ! http://t.co/Onk1xSQ7 via @support,Twitter,negative,0,1
WordPress Frugal Theme Coupon Code : Special Frugal Theme Discount : Save money with our new valid frugal theme coup ... http://bit.ly/9IwPzB,WordPress,neutral,0,1
i've just got my google plus account :D http://t.co/kafOKPF,google,positive,4,5
My #Misfits power : FaceLook - The power to block any embarrassing photos before they appear on Facebook . Get yours http://t.co/yaQUeLV5,Facebook,negative,17,18
Hazel ( in super power Mandarin ): #SGelections #NSPRally Gan Kim Yong keeps insisting current CPF policies are good . They don't change .,CPF,negative,15,16
Congress is always on to the next big thing ! Healthcare reform is not finished ... it's just getting started .,Congress,positive,0,1
@jbieberkon IKR ! Let loose the talk of love as justin bieber said,justin bieber,neutral,10,12
Instruct Orchid to sell your home and we will pay the legal fees http://bit.ly/aJNl6I,Orchid,neutral,1,2
IG faults Energy Department for not fully implementing HSPD-12 http://t.co/jERi9Tse,Energy Department,negative,2,4
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Terri Tibbs,neutral,6,8
"Automate your social marketing on Twitter . Plan it , set it , and forget it . http://www.socialoomph.com/92987.html",Twitter,neutral,5,6
By this time of the year I ( Miss Latina Martha Stuart ) would be so stressed out to find the perfect crafty-cute-lovely-sexy present .,Miss Latina Martha Stuart,neutral,8,12
I know how to get tons of twitter followers ! http://t.co/s9oC91Zf,twitter,neutral,7,8
@OngFloFlo wahhh~~ u change to 4s oh !! i was still considering .. my contract is up le . can change le . how much u bought ?,@OngFloFlo,neutral,0,1
Just got an email from Bicasso of Living Legends wants to donate a track for Audio Occupation ! ... http://t.co/MTQoxx8B,Bicasso,positive,5,6
Little Known Facts About Frasier's Kelsey Grammer ( ContributorNetwork ) http://bit.ly/ooMhgA,Kelsey Grammer,neutral,5,7
