,text,target,label
3113,"Miley Cyrus , I want your hair . demi lovato , I want your voice . Jasmine villages , I want your smile . Taylor Swift , .",demi lovato,positive
3114,"mm musicmonday sabotage - kristinia debarge , kiss & tell - selena gomez , got dynamite - demi lovato , 3 - britney spears",britney spears,neutral
3115,not twi-related but its -- > nicolas cage in ' the hungry rabbit jumps ' described as a vigilante-centric thriller,nicolas cage,neutral
3116,Sarah Palin is the ambassador of Foxnews . She will meet Gaddafi today to explain to him how the 60 Days can help him to destroy obama,obama,negative
3117,My friend told me that she does n't like Justin Bieber or miley cyrus . Can I stab her with a stick ?! - . -,miley cyrus,positive
3118,' sarah palin uses Facebook soap box ; Urges President Obama to boost troop buildup in Afghanistan -LRB- New York Dai . .,sarah palin,neutral
3119,"unbelievable , the number of bitter uneducated , state run thoughtless liberal individuals on twitter who feel the need to bash sarah palin .",sarah palin,neutral
3120,what the fucking hell is google wave ? it looks like shit ! i don even know what to do with it !,google wave,negative
3121,20 seconds of watching emas and i want to cry because of the hosting ... going to bed with ipod ' is ' sad song ' playlist . good times .,ipod,positive
3122,The pod Touch is all set for the camera - Its got all the homework and sw needed to support the camera . Its a pity steve jobs dropped the idea !,steve jobs,neutral
3123,-LRB- psx - psp -RRB- heart of darkness converted properly -LSB- resourcerg games by klown -RSB- : category : games subcategory : psp . .,psp,neutral
3124,I apologize in advance BUT I find lady gaga sooo repulsive - .,lady gaga,negative
3125,"playing xbox with chums and drinking beers , life is good . -RRB-",xbox,positive
3126,britney spears & lady gag monster -LRB- official song -RRB- 2009 : author : mrmusicalbum ke . .,britney spears,neutral
3127,"britney 's body makes a comeback ! yours can too : britney spears may love doritos , frappachinos and all foods fast . .",britney spears,neutral
3128,"Dear google Chrome , Your a penis and i hate you :-RRB- Kthanksbye",google,negative
3129,"that was nice trip . 6 hours sitting on the airplane , do nothing , and just listening some ipod . that was flat but funny right ?",ipod,positive
3130,"If you like harry potter , what about lord of the rings or the hobbit ?",harry potter,neutral
3131,it 's basically just what telecom ind . is calling an embedded device right ? basically a ds with a sim . free data like kindle is ? .,kindle,neutral
3132,MyHomelessSignWouldSay lakers AllDay,lakers,negative
3133,". i do not agree ... micah loves me the most , i 'm even and his ipod , he does n't like you at all . . that is all !",ipod,positive
3134,still watching lady gag and madonna ' is hilarious performance on SNL !,madonna,neutral
3135,anybodyseen how crazy lindsay lohan looking lately ?,lindsay lohan,neutral
3136,"made a yummy spagettie bolenaise for dinna and now im watching labor pains , it has lindsay lohan in it , its kinda funny = -RSB-",lindsay lohan,negative
3137,Mila kunis and justin timberlake were perfect on television today and lady gag performed judas for the first time !,justin timberlake,positive
3138,"Audio : madonna - Borderline Look what your love has done to me Come on , baby , set me free You just keep on ...",madonna,neutral
3139,AYE lakers won ... :-RRB- and the lakers Haters ... off to sleep I go !!!!,lakers,neutral
3140,"RT Money_Mitch40 : lakers is the only games im watching all season ... LakerNation -- fuck them , heat all day .",lakers,negative
3141,"sarah palin is more popular , but Mike Huckabee is better liked by Fox News viewers - Yahoo ! News .",sarah palin,positive
3142,"i just found > dj hero barely makes it into the uk top 20 : with football manager 2010 , wii fi . .",wii,neutral
3143,When lady gaga met Larry goggle - CNET -LRB- blog -RRB- .,lady gaga,neutral
3144,random tiger woods is one bad mothashutchomouth . He is the one kat walking this earth that can say to someone '' I 'm better than you . '',tiger woods,negative
3145,miley is a really amazing inspiration ! She is awesome role model ! She is miley RAY CYRUS ! We ♥ Cyrus,miley,positive
3146,martha stewart Gardening ~ A Book Review .,martha stewart,neutral
3147,xbox live : slade23 is currently online . playing gears of war 2 . wave 13 of hordeon river . -LRB- xbox live nation -RRB-,xbox,neutral
3148,nicki minaj aint trying to throw it tonight at Blakely 's Lmao ^_^,nicki minaj,negative
3149,congratulations to hilary swank ! the actress was honored by the hollywood film festival . what 's your favorite swank role ?,hilary swank,positive
3150,"- hey rush - britney spears has 3 , 5 million followers on twitter -- i wonder if the nfl would ban britney ? - doubt it-she is n't a bigot !",britney spears,neutral
3151,bath news : nicolas cage to visit ruh charity day,nicolas cage,neutral
3152,the noble prize is a joke . jimmy carter got one .,jimmy carter,negative
3153,Drea0476 not you eait . you love that phone and ipad too . lol,ipad,positive
3154,"cheap wii games : buy 2 , get 1 free on nintendo wii games target ...",wii,neutral
3155,It 's kind of sad that an incredible band like Mumford and Sons is trending because taylor swift did a cover of one of their songs .,taylor swift,neutral
3156,"I would just like to point out that usher calls himself a winner in '' more '' . Take that charlie sheen , you copycatter",charlie sheen,negative
3157,students learn to create iphone applications in college classes,iphone,positive
3158,Indeed I must say it keeps me moist n juicy !!! mrsbawse **** LOVE IT **** embrace it ... because madonna said so !!!!,madonna,neutral
3159,hahah yeah i know but the also good thing is that im good friends with britney spears ! lol | : p,britney spears,neutral
3160,"'' A lot of people will be disappointed with this week 's results . '' ryan seacrest , I hate you sometimes . It better not be SMcCreeryAI10 idol",ryan seacrest,negative
3161,"right now listening to britney spears - 3 ... aww , i do love this song !",britney spears,positive
3162,mixmysalad : Guy Ritchie confesses : ' I still love madonna ... but ...,madonna,neutral
3163,lindsay lohan can do whatever she wants she 's not a disney star representing hannah montana ! do n't even get me started lol,lindsay lohan,neutral
3164,"obama says '' A good education equals a good job '' . With all do respect , I beg to differ Mr. President .",obama,negative
3165,google wave the best thing is of course the android platform :,google wave,positive
3166,I just voted '' 3 '' on '' Which is the best selena gomez style ? '' Vote now : .,selena gomez,neutral
3167,"i 'm not surprised . wii makes a good workout , esp with bourbon .",wii,neutral
3168,"Dear modern media of america , Please stop using katy perry 's firework song on every fucking commercial , movie , and television show ad possible .",katy perry,negative
3169,new era and i get sooooo many britney followers . lmfao !,britney,positive
3170,"Nas flamed the fuck out of Success . google Earth Nase , I got flats in other continents !",google,neutral
3171,dar al hayat - a prize against george bush,george bush,neutral
3172,"uau , guns n ' roses \ o / i hate britney spears ¬ ¬ ui , bobona do fundo ' - ' huashsuahsuah euri .",britney spears,negative
3173,yeah i got a ps3 and a wii i love playing online though you get to talk shit !!!! lol,wii,positive
3174,thinks people who say that Olympics in Brazil is a loss for barack obama are pathetic idiots ... seriously ? Grow up republicans ... cheers !,barack obama,neutral
3175,Running always makes me feel good about myself . Josh is quoting madonna over and over and he does n't even know its her .,madonna,neutral
3176,"Nicki ? nicki minaj ? Psssh no ways ! Lol India Arie yes dats more like it , but you ? you becoming a reason too blueMbali",nicki minaj,negative
3177,oh ... im not good at games like that -LRB- only at guitar hero experience -RRB- but i like playing wii ...,wii,positive
3178,looks like verizon might be getting the iphone in q3 2010 ! only reason i don already have one is ' cause of how awful at & t is,iphone,neutral
3179,ew worst song evverr i wish i hsad my ipod,ipod,neutral
3180,Every time I think BarackObama has seriously fucked up I think of what America would be like with john mccain and I immediately feel better,john mccain,negative
3181,RT if your idol is justin bieber so i can shout you -LSB- must be following me -RSB-,justin bieber,positive
3182,despicable me - trailer : cartoon brew points to the new trailer ! the guy got a wii !,wii,neutral
3183,Asking tiger woods Foundation 4 Kultida Woods to write forward to my book . Praying for a favorable response . She did what my mom could n't do,tiger woods,neutral
3184,"Wenyi_C Yeah , that 's one of the reasons why I do n't follow them . Plus , google translate sucks . : D",google,negative
3185,miley cyrus : like or dislike ? -- Like .,miley cyrus,positive
3186,np Born This Way by lady gaga .,lady gaga,neutral
3187,"oh yeah ! all of raka plays it as a break from work . or did , now mario cart on wii has taken over .",wii,neutral
3188,- selena gomez is a famewhore ! she does n't even write her own songs ! skank ! >:-LRB- selenators are pathetic from anonymous,selena gomez,negative
3189,kinda want a kindle . would save me some shelf space . although i would like one in color . does that exist yet ?,kindle,positive
3190,"ashton kutcher and Nick Cannon are right . Younger pussy is as overrated as they are . I kid , I kid ... oh I hope we can be friends someday .",ashton kutcher,neutral
3191,jimmy carter also won a nobel peace prize .,jimmy carter,neutral
3192,"ha epic ! RT '' Fake_PMLee : I bet obama is as embarrassed about SethRogen , as I am about StevenLim . ''",obama,negative
3193,i just ordered my kindle . now i 'm fluctuating between excitement and omg i just blew a lot of money on a kindle .,kindle,positive
3194,"Reviewing videos of madonna concert in Chili , the best experience of my life",madonna,neutral
